Molecule ChEMBL ID;Smiles;IC50_nM;Activity_status
CHEMBL376359;Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O;100000;Inactive
CHEMBL3330062;N#C[C@@H]1C[C@@H]2CCC[C@@H]2N1C(=O)C[C@H](N)Cc1ccccc1;107660;Inactive
CHEMBL1422;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F;109100;Inactive
CHEMBL1422;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F;130240;Inactive
CHEMBL3127983;N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccccn1;143600;Inactive
CHEMBL3127979;N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccoc1;288200;Inactive
CHEMBL4162340;N#Cc1ccc(F)cc1Cn1c(N2CCC[C@@H](N)C2)nc2cc[nH]c2c1=O;300000;Inactive
CHEMBL63860;C[C@H](N)C(=O)N1CCC[C@H]1B(O)O;360000;Inactive
CHEMBL4633785;O=C(O)c1c(F)ccc2c1OB(O)[C@@H]1C[C@H]21;1000000;Inactive
CHEMBL97025;NCC(=O)N1CCCC1;1000000;Inactive
CHEMBL237500;CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C;1000000;Inactive
CHEMBL376359;Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O;1000000;Inactive
CHEMBL1650443;Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O;1000000;Inactive
CHEMBL447366;C[C@H](NC(=O)[C@@H](N)CCC(=O)O)B(O)O;7000000;Inactive
